game,player,ranking,updated_rating
2123,181,2,"{""mu"": 32.71621869520292, ""sigma"": 5.733304241023384, ""ordinal"": 1572.3913433311864}"
2123,205,3,"{""mu"": 24.55113452544697, ""sigma"": 5.937100681244986, ""ordinal"": 1361.7559795610882}"
2123,150,1,"{""mu"": 23.257008578571405, ""sigma"": 4.290713889377032, ""ordinal"": 1449.2368058505674}"
2124,181,2,"{""mu"": 32.14620842871875, ""sigma"": 5.578347034306297, ""ordinal"": 1569.8680158191967}"
2124,205,1,"{""mu"": 26.77700469046542, ""sigma"": 5.864599514238507, ""ordinal"": 1420.3969475459976}"
2124,150,3,"{""mu"": 22.41355685506987, ""sigma"": 4.250736661102588, ""ordinal"": 1431.8723249222905}"
2125,204,1,"{""mu"": 26.65305791052258, ""sigma"": 6.248793807149847, ""ordinal"": 1389.760235737753}"
2125,208,2,"{""mu"": 24.800120030792616, ""sigma"": 6.329011346586759, ""ordinal"": 1339.5140637847762}"
2125,68,3,"{""mu"": 19.159315826310028, ""sigma"": 5.6653168415923005, ""ordinal"": 1251.920767236795}"
2126,204,2,"{""mu"": 26.808371114629246, ""sigma"": 6.06722096373681, ""ordinal"": 1406.5609973620515}"
2126,208,3,"{""mu"": 22.22601996276926, ""sigma"": 6.142864246384124, ""ordinal"": 1291.1382533668054}"
2126,68,1,"{""mu"": 21.094275369931225, ""sigma"": 5.622062332451197, ""ordinal"": 1301.4741209418632}"
2127,204,2,"{""mu"": 26.751833667883105, ""sigma"": 5.899709257762637, ""ordinal"": 1417.2649414702846}"
2127,208,3,"{""mu"": 20.10152926983507, ""sigma"": 5.979852135697075, ""ordinal"": 1251.8873487058522}"
2127,68,1,"{""mu"": 22.92241161449406, ""sigma"": 5.572690436916043, ""ordinal"": 1348.9041672899023}"
2128,205,1,"{""mu"": 28.73874470136922, ""sigma"": 5.795630349537503, ""ordinal"": 1472.444487666161}"
2128,68,3,"{""mu"": 21.542923148012232, ""sigma"": 5.468497206634641, ""ordinal"": 1323.2983566745993}"
2128,181,2,"{""mu"": 31.753552737151708, ""sigma"": 5.452845795320724, ""ordinal"": 1569.480368428549}"
2129,205,1,"{""mu"": 30.542446150833094, ""sigma"": 5.722209388246607, ""ordinal"": 1521.0196316662386}"
2129,68,2,"{""mu"": 22.79770933414223, ""sigma"": 5.374733607418672, ""ordinal"": 1360.164204285269}"
2129,181,3,"{""mu"": 28.909244448320166, ""sigma"": 5.336668156721534, ""ordinal"": 1509.5817594757336}"
2130,205,1,"{""mu"": 30.310891397906236, ""sigma"": 5.645381998917706, ""ordinal"": 1520.993889627675}"
2130,68,1,"{""mu"": 23.076778473007124, ""sigma"": 5.333231425000383, ""ordinal"": 1369.8500207521433}"
2130,181,1,"{""mu"": 28.835522969281953, ""sigma"": 5.281629527494526, ""ordinal"": 1511.775225283161}"
2131,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2131,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2132,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2132,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2133,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2133,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2134,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2134,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2135,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2135,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2136,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2136,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2137,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2137,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2138,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2138,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2139,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2139,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2140,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2140,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2141,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2141,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2142,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2142,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2143,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2143,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2144,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2144,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2145,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2145,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2146,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2146,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2147,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2147,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2148,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2148,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2149,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2149,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2150,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2150,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2151,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2151,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2152,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2152,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2153,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2153,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2154,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2154,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2155,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2155,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2156,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2156,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2157,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2157,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2158,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2158,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2159,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2159,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2160,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2160,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2161,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2161,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2162,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2162,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2163,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2163,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2164,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2164,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2165,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2165,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2166,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2166,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2167,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2167,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2168,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2168,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2169,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2169,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2170,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2170,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2171,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2171,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2172,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2172,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2173,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2173,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2174,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2174,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2175,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2175,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2176,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2176,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2177,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2177,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2178,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2178,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2179,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2179,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2180,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2180,122,2,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2181,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2181,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2182,99,1,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2182,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2183,17,1,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2183,85,2,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2184,85,1,"{""mu"": 34.720313919341145, ""sigma"": 3.734253183946172, ""ordinal"": 1764.4213048200631}"
2184,17,2,"{""mu"": 38.49669453301663, ""sigma"": 2.744689475819039, ""ordinal"": 1926.3030265334282}"
2185,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2185,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2186,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2186,99,2,"{""mu"": 42.087267747059386, ""sigma"": 2.6964853073028263, ""ordinal"": 2015.9474838036217}"
2187,175,1,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2187,34,2,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2188,34,1,"{""mu"": 33.064573272915766, ""sigma"": 3.8926475430730223, ""ordinal"": 1713.2791354487208}"
2188,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2189,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2189,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2190,122,1,"{""mu"": 34.28927868466698, ""sigma"": 3.258052254317605, ""ordinal"": 1788.36292612114}"
2190,175,2,"{""mu"": 24.10558772740253, ""sigma"": 3.62719095551767, ""ordinal"": 1517.3763566603884}"
2191,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2191,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2192,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2192,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2193,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2193,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2194,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2194,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2195,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2195,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2196,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2196,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2197,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2197,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2198,210,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2198,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2199,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2199,83,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2200,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2200,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2201,158,1,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2201,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2202,158,1,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2202,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2203,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2203,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2204,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2204,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2205,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2205,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2206,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2206,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2207,158,1,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2207,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2208,158,1,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2208,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2209,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2209,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2210,210,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2210,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2211,83,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2211,12,2,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2212,12,1,"{""mu"": 33.06215679627993, ""sigma"": 7.118329287623229, ""ordinal"": 1480.9720544018458}"
2212,83,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2213,210,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2213,158,2,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2214,158,1,"{""mu"": 39.68273278251486, ""sigma"": 4.43449290777858, ""ordinal"": 1833.1020974202988}"
2214,210,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2215,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2215,207,2,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2216,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2216,207,2,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2217,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2217,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2218,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2218,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2219,151,1,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2219,212,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2220,212,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2220,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2221,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2221,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2222,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2222,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2223,211,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2223,207,2,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2224,211,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2224,207,2,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2225,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2225,212,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2226,212,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2226,213,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2227,212,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2227,207,2,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2228,207,1,"{""mu"": 11.092136303866491, ""sigma"": 6.2975464657795985, ""ordinal"": 1012.7879257566647}"
2228,212,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2229,151,1,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2229,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2230,211,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2230,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2231,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2231,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2232,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2232,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2233,151,1,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2233,212,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2234,212,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2234,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2235,213,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2235,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2236,151,1,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2236,213,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2237,151,1,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2237,211,2,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2238,211,1,"{""mu"": 25, ""sigma"": 8.333333333333334, ""ordinal"": 1200}"
2238,151,2,"{""mu"": 19.884089031725196, ""sigma"": 3.9561343625773895, ""ordinal"": 1392.3764626558327}"
2239,175,3,"{""mu"": 23.696310068489982, ""sigma"": 3.600529403484761, ""ordinal"": 1509.473324592857}"
2239,17,2,"{""mu"": 38.1889357630084, ""sigma"": 2.7313585980715502, ""ordinal"": 1919.8766392510502}"
2239,122,1,"{""mu"": 35.05306752754202, ""sigma"": 3.242380039507865, ""ordinal"": 1807.8222578164423}"
2240,175,2,"{""mu"": 24.015276356556946, ""sigma"": 3.5751768400396995, ""ordinal"": 1518.9539000745083}"
2240,17,2,"{""mu"": 37.489554502416304, ""sigma"": 2.718217833909562, ""ordinal"": 1904.0376240165028}"
2240,122,1,"{""mu"": 35.77966575170288, ""sigma"": 3.2263491654666194, ""ordinal"": 1826.4148381272726}"
2241,213,3,"{""mu"": 21.500207951039986, ""sigma"": 7.82670173902583, ""ordinal"": 1152.4824656151}"
